X;Y;T;ageshr19;ageshr60;buyuk;hischshr1520m;i89;lpop1994;merkezi;merkezp;partycount;prov;prov_num;sexr;shhs;subbuyuk;vshr_islam1994;x
-31.865639;29.847494;0;.40636352;.087897718;0;.24731183;0;7.7681103;1;0;7;Adana;Adana;1.0345846;4.6664405;0;.10031775;-24.390644
-53.416927;13.740458;0;.43418467;.066516981;0;.10526316;0;7.4383836;0;0;4;Adana;Adana;1.0524193;5.8029318;0;.012539185;-46.612095
-32.88316;29.217392;0;.38121668;.065077811;0;.19787987;0;8.6285553;1;0;8;Adana;Adana;1.0010889;4.6621003;0;.0055248621;-35.837879
-62.559891;7.9166665;0;.43714285;.072499998;0;.11403508;;7.3702307;0;0;3;Adana;Adana;1;4.9822063;0;.0054757018;-69.565506
-31.257051;31.444813;0;.43438873;.057705749;0;.31173593;0;10.276292;1;0;9;Adana;Adana;1.0130339;4.4354563;0;.10138895;-32.448864
-51.171505;26.086956;0;.390223;.08876501;0;.34131736;0;7.0387836;0;0;3;Adana;Adana;1.1238616;5.1140351;0;.0037488285;-53.634892
-42.188679;26.153847;0;.39845586;.077542797;0;.24615385;0;7.2751722;0;0;4;Adana;Adana;1.0516529;4.7436304;0;.001509434;-37.421505
-16.41534;25.925926;0;.39576191;.066687442;0;.18035427;0;8.5195904;1;0;8;Adana;Adana;1.1834884;4.488112;0;.10124946;-9.4351206
-16.001057;31.125828;0;.29144636;.15520996;0;.32484075;;8.3656721;0;0;6;Adana;Adana;1.0661954;3.9888337;0;.13594288;-20.560333
1.0800749;37.654324;1;.38957292;.087341286;0;.31497797;0;7.9813914;1;0;6;Adana;Adana;1.1312013;5.012536;0;.28640595;-1.4137832
-49.389751;14.7651;0;.42294767;.067210756;0;.13690476;;7.2305632;0;0;5;Adana;Adana;1.0623763;8.1050587;0;.00081366964;-50.510433
-13.259768;24.669399;0;.42445919;.059388515;0;.2385568;0;12.857882;1;0;13;Adana;Adana;.96479136;4.2500029;1;.099843338;-15.05322
-13.458446;6.333333;0;.55081767;.033070866;0;.097435899;;7.7832241;0;0;5;Adana;Adana;1.0085158;5.5928183;0;.16943699;-10.645115
-38.282921;31.518623;0;.41879219;.092835709;0;.26598465;0;8.1693363;1;0;6;Adana;Adana;1.0098002;4.3034706;0;.016193096;-42.137451
-44.848038;40.163933;0;.39816743;.092461474;0;.375;0;7.2861919;0;0;4;Adana;Adana;1.017647;5.0547366;0;.005930319;-48.977024
-48.613377;5.6962023;0;.40801603;.087775551;0;.15862069;;7.1876574;0;0;3;Adana;Adana;1.0186085;5.2526317;0;.018760195;-46.036255
-29.275364;9.1428566;0;.42261207;.060038988;0;.13186814;0;7.0570369;0;0;5;Adana;Adana;1.00078;6.8766756;0;.032850243;-30.847282
-41.903873;29.957808;0;.38777661;.064278185;0;.22340426;0;7.7549105;1;0;8;Adana;Adana;1.060356;4.4263058;0;.0027998134;-41.426636
-39.61039;7.2033896;0;.55037713;.038523708;0;.125;;8.2656498;0;0;7;Adana;Adana;1.0090203;12.339058;0;.045129869;-43.683369
-6.4047737;18.095812;0;.46305487;.045415398;0;.19821587;0;11.873107;1;0;13;Adana;Adana;.99967784;4.7815833;1;.15613218;-3.0660217
-44.0625;23.809525;0;.40645441;.087658092;0;.19090909;;7.2232957;0;0;7;Adana;Adana;.99391305;5.3078704;0;.0093750004;-42.687977
-36.441799;12.785389;0;.43552834;.06830015;0;.13903743;;7.3783836;0;0;6;Adana;Adana;.9872185;4.5284328;0;.0072751325;-35.821953
-15.833118;23.412699;0;.36173633;.029742766;0;.26647833;0;8.4250774;0;0;8;Adana;Adana;1.3852507;11.356742;0;.12438455;-15.635211
-54.948532;4.961832;0;.50111574;.053235576;0;.14155251;;7.2991214;0;0;3;Adana;Adana;.98922002;6.57652;0;.035629455;-50.799484
-22.209097;3.0612245;0;.57994401;.043800429;0;.074585639;;7.6143122;0;0;6;Adana;Adana;.97047371;7.0946259;0;.11163615;-13.341339
-23.964256;7.1856289;0;.36785328;.073714495;0;.18543047;;7.1966867;0;0;5;Adana;Adana;1.142527;4.7135592;0;.14947197;-12.454012
-60.076859;18.232044;0;.39233348;.061793044;0;.13274336;0;7.8747392;0;0;5;Adana;Adana;.9670375;5.6098709;0;.0076857386;-66.014053
-25.353018;5.0473189;0;.5455851;.05910505;0;.10150376;;7.4667993;0;0;5;Adana;Adana;.96936852;6.0653119;0;.084082156;-27.01018
-26.349821;14.868805;0;.35440555;.070760414;0;.12820514;;8.115222;0;0;7;Adana;Adana;1.3545293;5.8603005;0;.013902361;-28.646288
-44.525108;16.363636;0;.45482746;.082202405;0;.19653179;;7.5098829;0;0;5;Adana;Adana;1.0484512;5.2740288;0;.029038113;-40.694214
-42.264851;10;0;.52081424;.050981112;0;.1;0;7.5652752;0;0;6;Adana;Adana;1.0316691;6.0254145;0;.040222771;-40.462597
-41.634613;6.0975609;0;.47556615;.08343266;0;.18902439;;7.0175061;0;0;5;Adiyaman;Adiyaman;1.1421276;7.9150944;0;.025961539;-46.924702
13.828546;23.741497;1;.50952178;.041795023;0;.31901705;0;10.965781;1;1;9;Adiyaman;Adiyaman;1.0288409;5.2100501;0;.3544414;19.611916
-50.068027;10.204082;0;.52639163;.056566384;0;.19917013;;7.4383836;0;0;3;Adiyaman;Adiyaman;1.055926;7.7527933;0;.028571429;-48.207062
-36.410702;3.0737705;0;.55497152;.048401225;0;.15447155;;7.2159748;0;0;4;Adiyaman;Adiyaman;1.0194604;10.377273;0;.033649698;-32.803387
-49.521988;1.3793104;0;.56098819;.035512093;0;.099447511;;6.3403592;0;0;3;Adiyaman;Adiyaman;1.2645688;10.280423;0;.0076481835;-52.097652
-13.656386;4.427083;0;.53370881;.044227265;0;.16539924;0;7.3658128;0;0;4;Adiyaman;Adiyaman;.94679135;10.936594;0;.31791484;-12.61724
-25.663715;22.864691;0;.48105085;.058522273;0;.25525087;0;9.1653433;1;0;6;Adiyaman;Adiyaman;1.0439653;6.435596;0;.080260567;-18.983593
-25.479334;24.501425;0;.46458584;.083033212;0;.25062656;0;7.8958082;0;0;4;Adiyaman;Adiyaman;1.026764;5.9499998;0;.18917768;-25.447006
-12.65378;16.422289;0;.45163217;.067675158;0;.19689119;1;7.8351836;0;0;7;Adiyaman;Adiyaman;1.0666392;7.9872813;0;.089191563;-10.351171
-61.301773;25.373135;0;.46185854;.070735089;0;.31117022;0;7.5218592;0;0;2;Adiyaman;Adiyaman;1.0788083;7.319797;0;0;-54.802814
6.8918915;15.501165;1;.55209625;.055634178;0;.25682592;0;8.0910149;1;0;5;Adiyaman;Adiyaman;1.2757649;7.2520847;0;.29391891;13.013903
-8.1188116;4.4303799;0;.54700452;.058489226;0;.12307692;1;7.4988699;1;0;5;Adiyaman;Adiyaman;1.1403953;7.0383334;0;.27458745;-4.8811054
-18.416636;21.745712;0;.44332775;.067420438;0;.25718194;0;9.4277878;1;0;4;Adiyaman;Adiyaman;1.0617311;5.0962119;0;.21298023;-14.071968
-34.082031;10.034602;0;.45509344;.066606387;0;.26691729;0;7.0867381;0;0;4;Adiyaman;Adiyaman;.99159664;8.4427481;0;.015625;-33.512691
-31.366989;11.734694;0;.37640449;.11265523;0;.25471699;0;7.5933743;0;0;4;Adiyaman;Adiyaman;1.0178998;5.5625;0;.020986954;-31.967794
12.069818;11.926807;1;.5439536;.049844287;0;.22926125;0;9.7626724;1;0;4;Adiyaman;Adiyaman;1.0709435;6.3903337;0;.51324993;9.2086267
-13.691128;2.8571429;0;.57710958;.034675073;0;.20159151;0;6.9027429;0;0;3;Adiyaman;Adiyaman;1.0436075;8.3821135;0;.25191677;-10.940019
-13.413015;6.3943162;0;.50701171;.041058261;0;.22651006;0;7.4558768;1;0;3;Adiyaman;Adiyaman;1.0446349;7.5595627;0;.42961487;-15.895205
-37.461536;4.6189375;0;.54759198;.053090632;0;.12436548;;7.2717037;1;0;3;Adiyaman;Adiyaman;1.0731132;9.4856119;0;.19846153;-41.45805
-16.00325;1.2295082;0;.56246036;.054216869;0;.034188036;;7.2269359;0;0;3;Adiyaman;Adiyaman;1.0127633;7.3864169;0;.31275386;-27.58688
-37.936192;18.661972;0;.43698877;.072785251;0;.23245615;0;7.7454357;1;0;7;Adiyaman;Adiyaman;1.1078317;6.623508;0;.017946161;-43.73077
-52.582951;2.003643;0;.49400055;.063676029;0;.077253222;0;7.8838234;0;0;5;Afyonkarahisar;Afyonkarahisar;.98377061;6.8606176;0;.012599748;-46.842545
-2.0435362;6.8376074;0;.46235883;.071099959;0;.10526316;0;7.8184304;0;0;6;Afyonkarahisar;Afyonkarahisar;.94627595;5.2148309;0;.24744558;-11.345731
-36.392914;.44843051;0;.48240888;.070047542;0;.062827222;0;7.2247534;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0044472;6.698514;0;.13285024;-36.200329
-47.429077;2.1582735;0;.42445114;.090400346;0;.084615387;;7.1041441;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0095155;7.7433333;0;.025709219;-49.991936
-34.125874;2.3026316;0;.50408775;.057427716;0;.16494845;0;7.3388882;0;0;5;Afyonkarahisar;Afyonkarahisar;1.1196111;5.8381839;0;.15244755;-29.618849
-43.267258;.80645156;0;.47265077;.099579245;0;.053097345;0;7.410347;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0186863;5.2272725;0;.27272728;-46.587315
2.1244316;9.3922653;1;.41348869;.080861583;0;.11797753;;7.2957349;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0099361;4.8327646;0;.39150229;6.2398481
-17.247099;7.8740158;0;.33913451;.17215428;0;.16831683;0;7.2384968;0;0;5;Afyonkarahisar;Afyonkarahisar;.99624413;4.6828194;0;.32006633;-22.797218
-13.827162;2.3529413;0;.4446944;.089613795;0;.1092437;;7.2137685;0;0;5;Afyonkarahisar;Afyonkarahisar;.91732568;6.8035712;0;.22222222;-11.845425
3.4624875;1.183432;1;.42596811;.090356871;0;.033112582;;7.1884127;0;0;6;Afyonkarahisar;Afyonkarahisar;1.0137615;5.2158418;0;.37675184;5.9641299
-20.931929;27.936766;0;.38244265;.073282704;0;.28273907;0;10.985106;1;1;11;Afyonkarahisar;Afyonkarahisar;1.0304931;4.0505548;0;.16905598;-10.307657
-42.586987;4.7058825;0;.45033783;.097972974;0;.041666668;0;7.2806973;0;0;6;Afyonkarahisar;Afyonkarahisar;1.0149761;5.9318638;0;.056732222;-42.348244
-60.165184;1.4981273;0;.43767524;.070609227;0;.1254902;1;7.4465852;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0669125;6.6043773;0;.0082592126;-57.200695
-19.15064;0;0;.42428285;.082721815;0;.026455026;0;7.2363396;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0394558;5.2781692;0;.15384616;-11.663086
-22.939867;20.625;0;.38868988;.11757933;0;.18838029;0;8.2677059;1;0;7;Afyonkarahisar;Afyonkarahisar;1.0348867;4.5600934;0;.029510023;-27.210829
-50.122749;14.503818;0;.36856657;.15759252;0;.27306274;0;7.9069157;1;0;4;Afyonkarahisar;Afyonkarahisar;.93816984;3.9679325;0;.041734859;-47.037094
-55.020409;16.2465;0;.42987067;.073160872;0;.24062499;0;7.2534704;0;0;3;Afyonkarahisar;Afyonkarahisar;.97131473;7.1502891;0;.033469386;-51.192825
-53.381012;14.285715;0;.40524316;.092855714;0;.30000001;0;7.4656553;0;0;3;Afyonkarahisar;Afyonkarahisar;.99242425;6.1767616;0;.032509752;-54.216377
-44.210526;10.460251;0;.40333608;.077659287;0;.17431192;0;7.0715733;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0126582;6.8227611;0;.010526316;-39.31739
.050911307;22.965042;1;.44432995;.065594107;0;.2514874;0;9.6279316;1;0;5;Afyonkarahisar;Afyonkarahisar;1.1006254;5.5695152;0;.32482362;5.2162614
-26.573723;13.111888;0;.4728159;.070866145;0;.198;1;7.846981;0;0;4;Afyonkarahisar;Afyonkarahisar;.9677816;6.7348485;0;.18588932;-34.254631
-33.684208;4.5454545;0;.44233105;.080129504;0;.05882353;0;7.1082439;0;0;5;Afyonkarahisar;Afyonkarahisar;.97996795;6.1774998;0;.10438596;-36.297337
-50.434101;2.0618556;0;.43930635;.061883714;0;.10059172;0;7.2181768;0;0;5;Afyonkarahisar;Afyonkarahisar;.91098118;7.0358853;0;.0063141277;-54.158504
-49.151745;10.729614;0;.42703092;.071459383;0;.18142548;0;7.7445698;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0371997;7.0040283;0;.012723845;-38.650795
-56.594944;21.73913;0;.46223223;.057121381;0;.28;0;7.04316;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0595975;7.6246419;0;.0046772687;-58.169083
-50.943394;14.492753;0;.37109658;.12708788;0;.12676056;;6.6846118;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0832072;4.7979093;0;.008086253;-49.287426
-27.261322;23.211447;0;.38049293;.088493139;0;.17633928;0;8.9728441;1;0;7;Afyonkarahisar;Afyonkarahisar;.98175263;4.2218342;0;.068153307;-29.610455
-34.011974;30.000002;0;.31824818;.15231143;0;.31578946;0;6.8752322;0;0;6;Afyonkarahisar;Afyonkarahisar;.99902725;4.951807;0;.0059880242;-26.688549
-50.546021;8.0645161;0;.43819568;.069712944;0;.1368421;;6.5736804;0;0;4;Afyonkarahisar;Afyonkarahisar;.90726256;5.0058651;0;.018720748;-49.564205
-4.704;4.5840406;0;.48129886;.065664463;0;.14285715;0;8.1562233;1;0;4;Afyonkarahisar;Afyonkarahisar;.99161679;6.1049929;0;.24767999;.57217979
-27.623125;31.621624;0;.35804731;.084668189;0;.28219697;0;7.8200378;1;0;7;Afyonkarahisar;Afyonkarahisar;1.1871872;5.0229883;0;.024411134;-30.567818
-24.372091;15.57377;0;.37405542;.10789253;0;.22131148;;7.0148144;0;0;4;Afyonkarahisar;Afyonkarahisar;.98169714;4.0236487;0;.19906977;-24.042927
-48.50872;12.099644;0;.49698609;.062000245;0;.21401516;0;7.5663109;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0116308;8.3717813;0;.0050647156;-33.667614
-55.542313;29.763779;0;.49688625;.055391673;0;.313779;0;6.8200164;0;0;5;Afyonkarahisar;Afyonkarahisar;1.1236659;7.1396255;0;.0095351608;-55.010113
-36.311569;13.829787;0;.41843477;.078956522;0;.24064171;0;6.8416157;0;0;5;Afyonkarahisar;Afyonkarahisar;.9718793;5.3838949;0;.0080183279;-31.863846
-48.479729;33.678757;0;.44683671;.085458763;0;.42384106;0;6.4645882;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0126667;9.8019476;0;.0067567569;-51.526058
-29.942019;25.491014;0;.3944501;.087398373;0;.28517964;0;9.5726891;1;0;7;Afyonkarahisar;Afyonkarahisar;1.0539224;4.7320333;0;.10660997;-26.242062
-23.139534;12.863071;0;.47521049;.055191766;0;.2016129;;6.8752322;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0106583;6.2759295;0;.1627907;-20.881474
-62.103504;15.74074;0;.3976261;.11216617;0;.24475524;;6.4583383;0;0;4;Afyonkarahisar;Afyonkarahisar;1.1302149;5.0753012;0;.045075126;-63.635067
-53.056232;5.5555558;0;.3554084;.11994113;0;.16666667;0;6.7912216;0;0;4;Afyonkarahisar;Afyonkarahisar;.96103895;5.01476;0;.0073349634;-53.42643
-22.325796;23.32815;0;.36215135;.082163058;0;.20496477;0;9.1587315;1;0;5;Afyonkarahisar;Afyonkarahisar;1.2187601;4.4236412;0;.096247964;-22.032827
16.554058;8.0882359;1;.40956342;.11694387;0;.32520324;0;7.181592;0;0;3;Afyonkarahisar;Afyonkarahisar;.91824526;4.7980051;0;.55405408;15.215068
-43.710022;12.42236;0;.42142299;.064112589;0;.26666668;0;6.9314718;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0157604;4.7370372;0;.0010660981;-39.436909
-40.52953;32.867134;0;.42129844;.088743575;0;.21551724;;6.9382844;0;0;5;Afyonkarahisar;Afyonkarahisar;.96964121;4.3872952;0;.00203666;-44.350838
-38.191883;26.262627;0;.37261394;.097584732;0;.27414331;0;7.7566233;1;0;6;Afyonkarahisar;Afyonkarahisar;.99533617;4.7230911;0;.035055351;-31.307365
-51.683502;1.7964072;0;.40917432;.10899083;0;.063694268;0;7.2334552;0;0;4;Afyonkarahisar;Afyonkarahisar;.97178;5.2810078;0;.019360268;-57.347168
-1.8897638;22.08589;0;.39644748;.10695389;0;.24503312;0;7.2689199;1;0;6;Afyonkarahisar;Afyonkarahisar;.98499626;4.8909426;0;.17795275;-.31924605
-21.289063;8.965518;0;.34649122;.1407496;0;.085526317;;7.0085053;0;0;5;Afyonkarahisar;Afyonkarahisar;.87724549;5.4051723;0;.083984375;-29.10853
-38.108616;22.568092;0;.408867;.068965517;0;.21348314;0;7.0483866;1;0;6;Afyonkarahisar;Afyonkarahisar;1.1337793;5.6891718;0;.075842693;-32.731503
-.53608418;2.8662422;0;.4692826;.094332144;0;.13725491;0;7.8663387;0;0;5;Afyonkarahisar;Afyonkarahisar;.98505116;6.0868516;0;.25113401;-1.5992627
-6.5446854;2.8248587;0;.43812856;.12024486;0;.034782607;1;7.3466554;0;0;4;Afyonkarahisar;Afyonkarahisar;.93649447;5.4066195;0;.34412387;5.404417
-29.136028;5.5944057;0;.35978359;.11496844;0;.24590164;1;7.0732698;0;0;6;Afyonkarahisar;Afyonkarahisar;1.0632558;5.490099;0;.0036764706;-23.477228
-8.782937;.86956519;0;.47151721;.089678511;0;.12631579;;6.8297939;0;0;4;Afyonkarahisar;Afyonkarahisar;.98544234;5.7752442;0;.22208281;-13.41905
-40.105541;3.3557045;0;.44127598;.078782022;0;.21259843;;6.7719355;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0587065;6.568254;0;.013192612;-35.665276
-8.7380857;11.609907;0;.47495732;.070195407;0;.1626409;0;8.4786606;1;0;6;Afyonkarahisar;Afyonkarahisar;.96239763;5.2033563;0;.27644122;-9.2615185
-49.703262;22.794117;0;.31416276;.16118936;0;.24358974;0;7.2834482;1;0;5;Afyonkarahisar;Afyonkarahisar;.93636364;3.781065;0;.002967359;-53.31831
-48.737862;.69444448;0;.37180543;.099752679;0;.10810811;0;7.0414119;0;0;6;Afyonkarahisar;Afyonkarahisar;.98852462;5.7899761;0;.004854369;-46.125877
-54.899132;1.1494253;0;.34436089;.15789473;0;.10465116;;6.6644092;0;0;5;Afyonkarahisar;Afyonkarahisar;.93313956;4.3322477;0;.014409222;-52.635666
-5.0125303;5.0505052;0;.38214087;.15418747;0;.11904762;;6.767343;0;0;4;Afyonkarahisar;Afyonkarahisar;.99667776;5.0646067;0;.47243106;-12.470198
-50.735294;17.532467;0;.35988325;.11718098;0;.27210885;0;6.7934661;0;0;4;Afyonkarahisar;Afyonkarahisar;.97366256;5.6159248;0;.033088237;-55.833008
-53.575619;14.204545;0;.39243028;.08804781;0;.18787879;;6.8330317;0;0;6;Afyonkarahisar;Afyonkarahisar;1.0556921;6.8767123;0;.0046893316;-45.676746
-37.295082;8.3969469;0;.34789732;.12616056;0;.1509434;0;6.3818159;0;0;6;Afyonkarahisar;Afyonkarahisar;1.0209713;5.1723166;0;.026639344;-35.941631
-40.051903;1.6949153;0;.45392901;.099321902;0;.12048193;0;7.2520537;0;0;6;Afyonkarahisar;Afyonkarahisar;.94491851;5.8849764;0;.0069204154;-47.080391
-37.29604;20.481928;0;.29298943;.1494709;0;.25;0;6.8469429;0;0;4;Afyonkarahisar;Afyonkarahisar;.93846154;4.4210525;0;.024475524;-42.231743
-10.984781;29.497984;0;.3481113;.096841604;0;.29041591;0;9.4538355;1;0;7;Afyonkarahisar;Afyonkarahisar;.97688645;4.3487864;0;.29036209;-7.0934219
3.0940592;12.138728;1;.41736507;.10023466;0;.32022473;0;6.7821922;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0544077;6.2668066;0;.37871286;-8.9765844
-36.507935;11.864407;0;.2712014;.23763251;0;.18181819;0;6.6821084;0;0;6;Afyonkarahisar;Afyonkarahisar;.94501716;3.4199395;0;.023088023;-47.293686
-15.850672;10.546875;0;.36436382;.13016805;0;.18218623;0;7.5169773;0;0;6;Afyonkarahisar;Afyonkarahisar;.97732067;5.6975684;0;.19339046;-9.125597
-35.928146;1.7857144;0;.39174852;.10137524;0;.12087912;;7.0003343;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0392628;7.0891366;0;.006986028;-33.645584
-41.549294;6.8273091;0;.38813761;.10960854;0;.17410715;0;7.3575563;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0206137;6.3004484;0;.083802819;-34.393414
-27.932961;3.6649215;0;.44178572;.08214286;0;.12903225;0;7.1284962;0;0;5;Afyonkarahisar;Afyonkarahisar;1.020202;6.5727701;0;.070763499;-37.201561
-15.141958;9.6153851;0;.36271188;.11224105;0;.15131579;0;6.9265771;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0725995;7.2343326;0;.25552049;-16.055065
-35.105068;20.212767;0;.38036388;.10212839;0;.20999999;0;7.9262414;1;0;6;Afyonkarahisar;Afyonkarahisar;.97090662;5.1330395;0;.020601565;-33.651066
-45.56609;12.566845;0;.42021108;.083146788;0;.21204819;0;7.6108527;0;0;6;Afyonkarahisar;Afyonkarahisar;1.0736074;6.9104972;0;.042944785;-51.682148
-12.347825;2.9411764;0;.45780832;.11149294;0;.083916083;;7.1701198;0;0;5;Afyonkarahisar;Afyonkarahisar;.9328413;5.6081371;0;.15826087;-7.620594
-51.360172;13.69863;0;.37082186;.13370036;0;.16049382;0;6.8997231;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0878489;6.1573849;0;.004352557;-53.593327
-41.849636;4.9327354;0;.41471183;.083405733;0;.15897436;1;7.36518;0;0;4;Afyonkarahisar;Afyonkarahisar;1.0204798;6.8784862;0;.057884231;-37.639858
-49.395649;3.2432432;0;.43082193;.077739723;0;.12962963;0;7.2247534;0;0;5;Afyonkarahisar;Afyonkarahisar;1.1174765;7.0361447;0;.011281225;-48.376766
-50.696957;3.0075188;0;.40334249;.10351709;0;.2112069;0;7.6787891;0;0;4;Afyonkarahisar;Afyonkarahisar;.95656419;4.9987531;0;.019101704;-55.275677
-14.954129;5.147059;0;.47402924;.081190117;0;.10572688;0;7.0925736;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0317622;9.3537731;0;.20458716;-6.6151695
-36.399681;5.3571429;0;.42777112;.10044017;0;.13855422;;7.2232957;0;0;5;Afyonkarahisar;Afyonkarahisar;1.0366749;7.5727272;0;.015860429;-42.990856
-49.624496;18.947369;0;.38885596;.13159455;0;.21755725;0;7.5506611;0;0;5;Afyonkarahisar;Afyonkarahisar;1.063188;6.2404437;0;.0086655114;-39.082752
-50.943398;15.737052;0;.4552058;.064610682;0;.1502783;0;7.7164607;0;0;2;Afyonkarahisar;Afyonkarahisar;1.1311787;7.3888888;0;0;-53.769157
-52.29324;20.615034;0;.40036684;.099926636;0;.18991417;0;8.7297201;1;0;5;Afyonkarahisar;Afyonkarahisar;1.0331146;4.4110031;0;.064824849;-51.846088
-57.287746;30.021143;0;.36196142;.10314812;0;.26122448;0;8.238801;1;0;5;Afyonkarahisar;Afyonkarahisar;1.0043617;4.0908012;0;.037380468;-50.483292
-59.744991;7.1428576;0;.29990628;.17244612;0;.28260869;0;6.4118185;0;0;4;Afyonkarahisar;Afyonkarahisar;.89184397;4.5021095;0;.014571949;-61.489773
-42.547928;26.174498;0;.2931329;.16364878;0;.26119402;0;7.4792995;0;0;5;Afyonkarahisar;Afyonkarahisar;.91432309;3.5521846;0;.0080395797;-41.895752
-29.641485;22.222223;0;.30226275;.16109422;0;.16959064;0;7.4843688;0;0;6;Afyonkarahisar;Afyonkarahisar;.957039;3.7292192;0;.005121639;-28.176258
-55.137337;20.869564;0;.33796048;.13614522;0;.14772727;;6.9555926;0;0;4;Afyonkarahisar;Afyonkarahisar;.95715779;4.0193133;0;.028484233;-50.17255
-37.632774;13.709678;0;.269822;.21399677;0;.2857143;0;7.2997975;0;0;5;Afyonkarahisar;Afyonkarahisar;.95106548;3.2828686;0;.015933232;-34.576771
-46.313961;9.5238094;0;.34536892;.14233385;0;.29565218;0;7.1444073;0;0;5;Afyonkarahisar;Afyonkarahisar;.92253524;3.6400001;0;.0078057242;-44.430584
9.5963163;13.73916;1;.51899356;.038124967;0;.22921094;0;10.137056;1;1;7;Agri;Agri;1.1547356;6.3800993;0;.31050181;-3.9753141
-41.596638;4.4897957;0;.61426425;.038963962;0;.1376721;0;8.2403851;1;0;6;Agri;Agri;1.0492308;6.8766131;0;.05777311;-45.357105
-35.691593;6.551476;0;.54144078;.035726346;0;.12771687;0;9.4872141;1;0;6;Agri;Agri;1.162637;6.6691561;0;.028592376;-40.095444
16.735252;6.3106799;1;.50982571;.065257691;0;.2034632;;6.7522702;0;0;5;Agri;Agri;1.0022272;7.8173914;0;.46639231;17.75782
-25.896622;8.8942308;0;.52278507;.038855206;0;.19845112;0;8.4200211;1;0;4;Agri;Agri;1.593676;9.8516378;0;.24630801;-27.676897
-6.5510602;8.333334;0;.56196636;.038292367;0;.20942408;0;7.0783415;1;0;5;Agri;Agri;1.1580123;8.6272326;0;.31021196;-9.2164421
-2.7462692;5.0856533;0;.6044634;.030224562;0;.14696403;0;9.2512903;1;0;5;Agri;Agri;1.2602662;10.194295;0;.28107461;-2.1313519
